movieCd,title,link,image,userRating
20180770,<b>다이노 어드벤처2: 육해공 공룡 대백과</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178402,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178402_P16_115047.jpg,5.15
20189462,<b>셜록 놈즈</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158620,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158620_P19_101107.jpg,8.51
20177308,<b>협상</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164106,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164106_P16_135532.jpg,7.36
20188661,<b>에브리데이</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170824,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170824_P15_182407.jpg,7.53
20167903,<b>원더풀 고스트</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152156,https://ssl.pstatic.net/imgmovie/mdi/mit110/1521/152156_P76_134247.jpg,6.63
20189262,<b>더 넌</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168049,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168049_P02_145901.jpg,6.67
20189262,<b>더 넌</b>: 수녀의 저주,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179697,https://ssl.pstatic.net/imgmovie/mdi/mit110/1796/179697_P01_140211.jpg,2.00
20189262,<b>더</b> 배드 <b>넌</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181078,https://ssl.pstatic.net/imgmovie/mdi/mit110/1810/181078_P01_170341.jpg,0.00
20185046,인 <b>서치</b>..,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181595,https://ssl.pstatic.net/imgmovie/mdi/mit110/1815/181595_P01_145223.jpg,0.00
20185046,인 <b>서치</b> 오브 그레이트니스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180122,https://ssl.pstatic.net/imgmovie/mdi/mit110/1801/180122_P01_135039.jpg,0.00
20189268,<b>루이스</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178214,https://ssl.pstatic.net/imgmovie/mdi/mit110/1782/178214_P10_102058.jpg,8.90
20189268,디트 &amp; <b>루이스</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182295,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182295_P01_164610.jpg,0.00
20189268,<b>루이스</b> &amp; 루카 - 미션 투 더 문,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183247,https://ssl.pstatic.net/imgmovie/mdi/mit110/1832/183247_P01_110230.jpg,0.00
20180167,<b>에그엔젤 코코밍: 두근두근 핼러윈 파티</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178426,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178426_P18_102633.jpg,5.33
20189746,<b>극장판 뽀잉: 슈퍼 변신의 비밀</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178445,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178445_P01_100308.jpg,9.00
20156554,<b>물괴</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132996,https://ssl.pstatic.net/imgmovie/mdi/mit110/1329/132996_P35_100121.jpg,4.82
20153446,<b>너의 결혼식</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140652,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140652_P38_143110.jpg,8.42
20188581,<b>더 프레데터</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127335,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127335_P10_172314.jpg,5.82
20189362,<b>업그레이드</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174626,https://ssl.pstatic.net/imgmovie/mdi/mit110/1746/174626_P11_140653.jpg,9.02
20177537,<b>상류사회</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172010,https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172010_P10_141651.jpg,4.25
20181942,<b>맘마미아!2</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164115,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164115_P50_104521.jpg,8.96
20179101,<b>공작</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153687,https://ssl.pstatic.net/imgmovie/mdi/mit110/1536/153687_P54_102718.jpg,6.85
20189261,<b>어드리프트:우리가 함께한 바다</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172768,https://ssl.pstatic.net/imgmovie/mdi/mit110/1727/172768_P23_140008.jpg,8.73
20187647,<b>나를 차버린 스파이</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167602,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167602_P09_101816.jpg,7.91
20181181,<b>미션 임파서블: 폴아웃</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154222,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154222_P07_114856.jpg,9.12
20139221,<b>그래비티</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47370,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/47370_P32_143517.jpg,8.28
20139221,<b>그래비티</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117374,https://ssl.pstatic.net/imgmovie/mdi/mit110/1173/117374_P01_144217.jpg,0.00
20139221,델리케이트 <b>그래비티</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=124424,https://ssl.pstatic.net/imgmovie/mdi/mit110/1244/124424_P01_133005.jpg,0.00
20184802,<b>몬스터 호텔 3</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169643,https://ssl.pstatic.net/imgmovie/mdi/mit110/1696/169643_P26_103310.jpg,8.59
